fid,REFUOID,JAHR,MONAT,WOCHENTAG,U_GEMNR2,U_GEMNAME,U_GEBIET,U_GEBIET_T,U_LICHT,U_LICHT_T,U_UNF_TYP,U_UNF_TYP_T,UHRZEIT,BETEILIGUNG
"51737",6094882414,"2022","9",Sat,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"811","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von rechts",18 bis 24 Uhr,"Fussgaenger:in, Schienenfahrzeug"
"51824",6094880619,"2022","9",Fri,"91501",Wien,"1",Ortsgebiet,"3",D�mmerung,"824",beim Linksabbiegen - Fg.: gegen Ann�herungsrichtung,6 bis 9 Uhr,"Fussgaenger:in, Pkw"
"51875",6094878267,"2022","9",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,12 bis 15 Uhr,"Fahrrad, Pkw"
"53122",6094888874,"2022","12",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"31",Abkommen im Kreuzungsbereich - jede Kreuzung m�glich,9 bis 12 Uhr,Pkw
"55911",6094925625,"2023","7",Sun,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,18 bis 24 Uhr,"Fahrrad, Pkw"
"58028",6094925665,"2023","11",Mon,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"322",Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem,18 bis 24 Uhr,"Pkw, Schienenfahrzeug"
"58972",6094928404,"2024","2",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,6 bis 9 Uhr,"Fahrrad, Pkw"
"60245",6094949210,"2024","5",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,18 bis 24 Uhr,"Pkw, Schienenfahrzeug"
"60426",6094943358,"2024","5",Sun,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"874","Fu�g�nger geht auf Fahrbahn - gleiche Richtung, linke Fahrbahnseite",18 bis 24 Uhr,"Fahrrad, Fussgaenger:in"
"13010",6094638603,"2015","4",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,9 bis 12 Uhr,"Fussgaenger:in, Schienenfahrzeug"
"37265",6094779026,"2019","8",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,6 bis 9 Uhr,"Fahrrad, Pkw"
"22284",6094682148,"2016","10",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"311",Kollision beim Rechtsabbiegen - Auffahren auf Rechtsabbieger,9 bis 12 Uhr,"Pkw, Sonstige"
"32741",6094741156,"2018","10",Mon,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"312",Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem,18 bis 24 Uhr,"Fahrrad, Pkw"
"2302",6094556048,"2013","6",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"112",Kollision beim �berholen - �berholen links,12 bis 15 Uhr,"Pkw, Sonstige"
"34647",6094764252,"2019","3",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"312",Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem,15 bis 18 Uhr,"Fahrrad, Pkw"
"31199",6094741093,"2018","6",Sun,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"312",Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem,9 bis 12 Uhr,"Fahrrad, Pkw"
"37344",6094782044,"2019","9",Mon,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"312",Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem,18 bis 24 Uhr,"Fahrrad, Pkw"
"5736",6094568808,"2013","12",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"821",beim Rechtsabbiegen - Fg.: gleiche Ann�herungsrichtung,12 bis 15 Uhr,"Fussgaenger:in, Pkw"
"16467",6094643036,"2015","10",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"312",Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem,6 bis 9 Uhr,"Pkw, Sonstige"
"22086",6094680467,"2016","10",Sat,"91501",Wien,"1",Ortsgebiet,,,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,18 bis 24 Uhr,"Pkw, Pkw, Pkw"
"15629",6094643843,"2015","9",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"451","Besonderer Gegenverkehr - z.B. Radwege, eigene Gleisk�rper",12 bis 15 Uhr,"Pkw, Sonstige"
"11109",6094608068,"2014","11",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,6 bis 9 Uhr,"Lkw, Lkw, Pkw"
"30371",6094733469,"2018","5",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"151",Auffahren im Kreuzungsbereich - auf fahrendes Fahrzeug,12 bis 15 Uhr,"Pkw, Pkw"
"24626",6094697018,"2017","4",Wed,"91501",Wien,"1",Ortsgebiet,,,"821",beim Rechtsabbiegen - Fg.: gleiche Ann�herungsrichtung,18 bis 24 Uhr,"Fussgaenger:in, Pkw"
"39444",6094796274,"2020","1",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,12 bis 15 Uhr,"Fussgaenger:in, Lkw"
"45818",6094852145,"2021","7",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,18 bis 24 Uhr,"Fussgaenger:in, Schienenfahrzeug"
"47469",6094854288,"2021","11",Thu,"91501",Wien,"1",Ortsgebiet,"3",D�mmerung,"851",Fu�g�nger auf Fahrbahn - von rechts,15 bis 18 Uhr,"Fussgaenger:in, Pkw"
"57800",6094925807,"2023","10",Sun,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"111",Kollision beim �berholen - �berholen rechts,15 bis 18 Uhr,"Fahrrad, Sonstige"
"59017",6094927932,"2024","2",Tue,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"131",Auffahren auf fahrendes Fahrzeug - auf der Geraden,15 bis 18 Uhr,"Fahrrad, Pkw"
"61415",6094948029,"2024","7",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"461",Kollision beim Umkehren - entgegeng. Richtung - auf Kreuzungen,12 bis 15 Uhr,"Motorfahrrad, Pkw"
"63220",6094959051,"2024","10",Sat,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"813","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von links",18 bis 24 Uhr,"Fussgaenger:in, Pkw"
"43393",6094826747,"2021","1",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"191",Sonstige Unf�lle im Richtungsverkehr,6 bis 9 Uhr,"Lkw, Pkw"
"57044",6094911939,"2023","9",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"112",Kollision beim �berholen - �berholen links,15 bis 18 Uhr,"Pkw, Pkw"
"4863",6094555193,"2013","10",Sun,"91501",Wien,"1",Ortsgebiet,,,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,18 bis 24 Uhr,"Motorrad, Pkw"
"9777",6094578221,"2014","9",Sat,"91501",Wien,"1",Ortsgebiet,,,"813","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von links",0 bis 6 Uhr,"Fussgaenger:in, Motorrad"
"19408",6094659631,"2016","5",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"121",Wechseln des Fahrstreifens mit und ohne Kollision - nach rechts,18 bis 24 Uhr,"Motorfahrrad, Pkw"
"3507",6094567517,"2013","8",Fri,"91501",Wien,"1",Ortsgebiet,,,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,18 bis 24 Uhr,"Pkw, Pkw"
"44932",6094833775,"2021","6",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,6 bis 9 Uhr,"Motorrad, Pkw"
"58636",6094926373,"2024","1",Tue,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,15 bis 18 Uhr,"Lkw, Pkw, Pkw"
"38481",6094791271,"2019","11",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,12 bis 15 Uhr,"Pkw, Pkw"
"12495",6094623411,"2015","3",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,12 bis 15 Uhr,"Pkw, Pkw"
"28761",6094725592,"2018","1",Thu,"90701",Wien,"1",Ortsgebiet,"4",Dunkelheit,"322",Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem,0 bis 6 Uhr,"Pkw, Pkw"
"3801",6094565473,"2013","8",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,6 bis 9 Uhr,"Pkw, Pkw"
"13189",6094647127,"2015","4",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,12 bis 15 Uhr,"Pkw, Pkw, Pkw"
"31648",6094734014,"2018","7",Fri,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"852",Fu�g�nger auf Fahrbahn - von links,0 bis 6 Uhr,"Fussgaenger:in, Pkw"
"34874",6094760148,"2019","3",Tue,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"151",Auffahren im Kreuzungsbereich - auf fahrendes Fahrzeug,18 bis 24 Uhr,"Pkw, Pkw"
"46900",6094846324,"2021","9",Mon,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,18 bis 24 Uhr,"Pkw, Pkw"
"60081",6094933970,"2024","4",Mon,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,18 bis 24 Uhr,"Pkw, Pkw"
"7757",6094579963,"2014","5",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"812","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von rechts",9 bis 12 Uhr,"Fussgaenger:in, Lkw"
"972",6094537337,"2013","3",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,9 bis 12 Uhr,"Pkw, Pkw"
"9437",6094573594,"2014","8",Wed,"91501",Wien,"1",Ortsgebiet,"3",D�mmerung,"123",Wechseln des Fahrstreifens mit und ohne Kollision - nach links,18 bis 24 Uhr,"Pkw, Pkw, Pkw"
"21353",6094683337,"2016","9",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,9 bis 12 Uhr,"Pkw, Pkw"
"16489",6094644368,"2015","10",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,12 bis 15 Uhr,"Pkw, Sonstige"
"3481",6094556065,"2013","8",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"322",Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem,12 bis 15 Uhr,"Pkw, Pkw"
"19065",6094658114,"2016","4",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"812","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von rechts",15 bis 18 Uhr,"Fussgaenger:in, Lkw"
"3639",6094558285,"2013","8",Sat,"91501",Wien,"1",Ortsgebiet,,,"151",Auffahren im Kreuzungsbereich - auf fahrendes Fahrzeug,0 bis 6 Uhr,"Pkw, Pkw"
"25174",6094699669,"2017","5",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"951",Radfahrer - Kollision mit querendem Radfahrer,18 bis 24 Uhr,"Motorrad, Sonstige, Sonstige"
"41915",6094814514,"2020","9",Sat,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,0 bis 6 Uhr,"Fahrrad, Pkw"
"55109",6094906946,"2023","5",Sun,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,0 bis 6 Uhr,"Pkw, Pkw"
"63644",6094959002,"2024","11",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,12 bis 15 Uhr,"E-Bike, Pkw"
"47363",6094851145,"2021","10",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"811","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von rechts",9 bis 12 Uhr,"Fahrrad, Fussgaenger:in"
"42779",6094821403,"2020","10",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,15 bis 18 Uhr,"Fahrrad, Pkw"
"28382",6094719440,"2017","12",Sun,"91501",Wien,"1",Ortsgebiet,,,"851",Fu�g�nger auf Fahrbahn - von rechts,18 bis 24 Uhr,"Fussgaenger:in, Pkw"
"18428",6094660410,"2016","3",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"141",Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden,12 bis 15 Uhr,"Pkw, Pkw"
"17057",6094639356,"2015","12",Mon,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"813","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von links",15 bis 18 Uhr,"Fussgaenger:in, Pkw"
"32470",6094734380,"2018","9",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,12 bis 15 Uhr,"Fahrrad, Lkw"
"15756",6094638272,"2015","9",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"852",Fu�g�nger auf Fahrbahn - von links,15 bis 18 Uhr,"Fussgaenger:in, Sonstige"
"42164",6094815716,"2020","9",Sat,"91501",Wien,"1",Ortsgebiet,"3",D�mmerung,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,18 bis 24 Uhr,"Fahrrad, Pkw"
"31165",6094733477,"2018","6",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"332",Kollision beim Umkehren - gleiche Richtung - im Streckenbereich,18 bis 24 Uhr,"Motorrad, Pkw"
"1121",6094553467,"2013","4",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"52",Sturz vom oder im Fahrzeug - Sturz (Verletzung) im Fahrzeug,9 bis 12 Uhr,Schienenfahrzeug
"9615",6094606001,"2014","8",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,15 bis 18 Uhr,"Fussgaenger:in, Pkw"
"20555",6094663709,"2016","7",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"852",Fu�g�nger auf Fahrbahn - von links,15 bis 18 Uhr,"Fussgaenger:in, Pkw, Sonstige"
"52113",6094888364,"2022","10",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,12 bis 15 Uhr,"Fussgaenger:in, Lkw"
"53578",6094890244,"2023","1",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,12 bis 15 Uhr,"Fahrrad, Pkw"
"54124",6094893521,"2023","3",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,9 bis 12 Uhr,"Fahrrad, Pkw"
"58124",6094925959,"2023","11",Tue,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"172",Kollision beim R�ckw�rtsfahren,18 bis 24 Uhr,"Fahrrad, Pkw"
"59906",6094934030,"2024","4",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"52",Sturz vom oder im Fahrzeug - Sturz (Verletzung) im Fahrzeug,12 bis 15 Uhr,Schienenfahrzeug
"58309",6094926046,"2023","12",Wed,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"812","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von rechts",0 bis 6 Uhr,"Fussgaenger:in, Pkw, Pkw"
"52809",6094889098,"2022","11",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"322",Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem,15 bis 18 Uhr,"Pkw, Schienenfahrzeug"
"57478",6094925798,"2023","10",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"151",Auffahren im Kreuzungsbereich - auf fahrendes Fahrzeug,15 bis 18 Uhr,"E-Scooter, Fahrrad"
"63850",6094959011,"2024","12",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"411",Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,9 bis 12 Uhr,"Pkw, Schienenfahrzeug"
"46150",6094840900,"2021","8",Fri,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"123",Wechseln des Fahrstreifens mit und ohne Kollision - nach links,12 bis 15 Uhr,"Fahrrad, Pkw"
"54191",6094894993,"2023","3",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"121",Wechseln des Fahrstreifens mit und ohne Kollision - nach rechts,12 bis 15 Uhr,"Pkw, Pkw"
"9894",6094575353,"2014","9",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"491",Sonstige Unf�lle beim Abbiegen/Umkehren entgegeng. Richtung,18 bis 24 Uhr,"Pkw, Sonstige"
"53126",6094888519,"2022","12",Fri,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"812","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von rechts",9 bis 12 Uhr,"Fussgaenger:in, Pkw"
"51077",6094875015,"2022","7",Wed,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,18 bis 24 Uhr,"Fahrrad, Pkw"
"49277",6094862751,"2022","4",Sun,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,9 bis 12 Uhr,"Pkw, Pkw"
"62788",6094946458,"2024","9",Thu,"90701",Wien,"1",Ortsgebiet,"4",Dunkelheit,"131",Auffahren auf fahrendes Fahrzeug - auf der Geraden,6 bis 9 Uhr,"Pkw, Pkw"
"45601",6094844405,"2021","7",Wed,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"814","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von links",9 bis 12 Uhr,"Fussgaenger:in, Lkw"
"28478",6094714806,"2017","12",Fri,"90701",Wien,"1",Ortsgebiet,"3",D�mmerung,"131",Auffahren auf fahrendes Fahrzeug - auf der Geraden,15 bis 18 Uhr,"Pkw, Pkw"
"15054",6094633044,"2015","8",Fri,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,9 bis 12 Uhr,"Pkw, Pkw"
"27011",6094717297,"2017","9",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,12 bis 15 Uhr,"Pkw, Pkw"
"20570",6094668292,"2016","7",Mon,"90701",Wien,"1",Ortsgebiet,,,"141",Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden,18 bis 24 Uhr,"Pkw, Pkw"
"18356",6094645764,"2016","3",Tue,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,12 bis 15 Uhr,"Pkw, Sonstige"
"126",6094568133,"2013","1",Mon,"90601",Wien,"1",Ortsgebiet,,,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,18 bis 24 Uhr,"Pkw, Pkw"
"5562",6094566686,"2013","12",Sun,"90601",Wien,"1",Ortsgebiet,,,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,0 bis 6 Uhr,"Lkw, Pkw"
"9505",6094577854,"2014","8",Sat,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"612",Kollision beim Fahren in gleiche Zielrichtung - mit Linksabbieger,12 bis 15 Uhr,"Pkw, Pkw"
"5680",6094567213,"2013","12",Mon,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"323",Kollision beim Linksabbiegen - Linksabbieger mit Linksabbieger,12 bis 15 Uhr,"Pkw, Pkw"
"12674",6094617933,"2015","3",Sat,"90701",Wien,"1",Ortsgebiet,,,"61","Auffahren - auf Hindernisse oder Absicherungen (kein Fahrzeug, kein Wild)",18 bis 24 Uhr,Pkw
"13138",6094631759,"2015","4",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,9 bis 12 Uhr,"Pkw, Pkw"
"33248",6094756571,"2018","11",Sat,"90601",Wien,"1",Ortsgebiet,"4",Dunkelheit,"123",Wechseln des Fahrstreifens mit und ohne Kollision - nach links,18 bis 24 Uhr,"Motorrad, Pkw"
"2504",6094551000,"2013","6",Fri,"90601",Wien,"1",Ortsgebiet,,,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,18 bis 24 Uhr,"Pkw, Pkw"
"9836",6094577283,"2014","9",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,18 bis 24 Uhr,"Motorrad, Pkw"
"40170",6094801834,"2020","5",Tue,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,15 bis 18 Uhr,"Fahrrad, Pkw"
"20499",6094682028,"2016","7",Fri,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"991",Sonstige Unf�lle mit zwei oder mehreren Beteiligten,9 bis 12 Uhr,"Motorrad, Pkw"
"18620",6094659505,"2016","4",Wed,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,12 bis 15 Uhr,"Pkw, Sonstige"
"14224",6094632892,"2015","6",Fri,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"191",Sonstige Unf�lle im Richtungsverkehr,6 bis 9 Uhr,"Pkw, Sonstige"
"45082",6094835319,"2021","6",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,9 bis 12 Uhr,"Fahrrad, Pkw"
"48560",6094856545,"2022","2",Sat,"90601",Wien,"1",Ortsgebiet,"3",D�mmerung,"121",Wechseln des Fahrstreifens mit und ohne Kollision - nach rechts,15 bis 18 Uhr,"Pkw, Pkw, Pkw"
"51291",6094876394,"2022","8",Sat,"90601",Wien,"1",Ortsgebiet,"4",Dunkelheit,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,18 bis 24 Uhr,"E-Bike, Pkw"
"52204",6094883940,"2022","10",Sat,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"111",Kollision beim �berholen - �berholen rechts,15 bis 18 Uhr,"Pkw, Pkw"
"52254",6094883373,"2022","10",Sun,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"121",Wechseln des Fahrstreifens mit und ohne Kollision - nach rechts,12 bis 15 Uhr,"Pkw, Pkw"
"52982",6094888534,"2022","11",Sat,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"813","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von links",15 bis 18 Uhr,"Fussgaenger:in, Pkw"
"59110",6094926369,"2024","2",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,12 bis 15 Uhr,"Motorrad, Pkw"
"37732",6094780686,"2019","9",Wed,"90601",Wien,"1",Ortsgebiet,"4",Dunkelheit,"123",Wechseln des Fahrstreifens mit und ohne Kollision - nach links,18 bis 24 Uhr,"Motorfahrrad, Pkw"
"3029",6094550993,"2013","7",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"411",Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,15 bis 18 Uhr,"Motorrad, Pkw"
"24003",6094703140,"2017","3",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"411",Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,9 bis 12 Uhr,"Pkw, Sonstige"
"30129",6094728378,"2018","4",Tue,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,12 bis 15 Uhr,"Fahrrad, Pkw"
"34831",6094759408,"2019","3",Tue,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,12 bis 15 Uhr,"Fahrrad, Pkw"
"30645",6094741636,"2018","5",Fri,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,18 bis 24 Uhr,"Fahrrad, Pkw"
"19549",6094657517,"2016","5",Tue,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,9 bis 12 Uhr,"Pkw, Sonstige"
"40212",6094801086,"2020","5",Mon,"90601",Wien,"1",Ortsgebiet,"3",D�mmerung,"948","Aus- oder Einfahrt - Kollision bei Haus-, Grundst�cks-, Ein- oder Ausfahrt",18 bis 24 Uhr,"Fahrrad, Pkw"
"18583",6094649531,"2016","3",Fri,"90701",Wien,"1",Ortsgebiet,,,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,15 bis 18 Uhr,"Pkw, Sonstige"
"24767",6094688260,"2017","4",Sat,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,15 bis 18 Uhr,"Pkw, Sonstige"
"2671",6094568566,"2013","6",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"813","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von links",6 bis 9 Uhr,"Fussgaenger:in, Sonstige"
