REFUOID,JAHR,MONAT,WOCHENTAG,U_GEMNR2,U_GEMNAME,U_GEBIET,U_GEBIET_T,U_LICHT,U_LICHT_T,U_UNF_TYP,U_UNF_TYP_T,UHRZEIT,BETEILIGUNG,geom,x,y
6097957186,2020,5,Tue,90601,Wien,1,Ortsgebiet,2,Tageslicht,511,Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,15 bis 18 Uhr,"Fahrrad, Pkw","c(16.3400476175019, 48.1956159078775)",16.340047617501867,48.1956159078775
6097956438,2020,5,Mon,90601,Wien,1,Ortsgebiet,3,Dämmerung,948,"Aus- oder Einfahrt - Kollision bei Haus-, Grundstücks-, Ein- oder Ausfahrt",18 bis 24 Uhr,"Fahrrad, Pkw","c(16.3415140075051, 48.1961990078785)",16.341514007505115,48.19619900787849
6097958276,2020,6,Wed,90701,Wien,1,Ortsgebiet,3,Dämmerung,241,Frontalkollision - auf der Geraden,18 bis 24 Uhr,"E-Bike, Fahrrad","c(16.3506958875255, 48.1985628578821)",16.350695887525458,48.19856285788212
6097968463,2020,7,Fri,90601,Wien,1,Ortsgebiet,2,Tageslicht,871,"Fußgänger geht auf Fahrbahn - gegen Richtung, rechte Fahrbahnseite",15 bis 18 Uhr,"Fahrrad, Fussgaenger:in","c(16.3587587175433, 48.200983037886)",16.358758717543317,48.200983037886026
6097968128,2020,7,Sun,90601,Wien,1,Ortsgebiet,3,Dämmerung,852,Fußgänger auf Fahrbahn - von links,18 bis 24 Uhr,"Fahrrad, Fussgaenger:in","c(16.3481273375198, 48.1976228378806)",16.348127337519767,48.19762283788056
6097967369,2020,8,Fri,90601,Wien,1,Ortsgebiet,4,Dunkelheit,921,Tierunfälle - Tier auf der Fahrbahn,18 bis 24 Uhr,E-Bike,"c(16.3552251075355, 48.2000710878846)",16.355225107535485,48.20007108788463
6097967062,2020,8,Sat,90601,Wien,1,Ortsgebiet,4,Dunkelheit,241,Frontalkollision - auf der Geraden,18 bis 24 Uhr,"Fahrrad, Fahrrad","c(16.3604948975472, 48.2017471578873)",16.36049489754716,48.20174715788735
6097968087,2020,8,Wed,90701,Wien,1,Ortsgebiet,2,Tageslicht,741,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren links,12 bis 15 Uhr,"Fahrrad, Pkw","c(16.3514313475271, 48.1988878678827)",16.351431347527086,48.1988878678827
6097966583,2020,8,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,241,Frontalkollision - auf der Geraden,15 bis 18 Uhr,"E-Bike, Fahrrad","c(16.3588757675436, 48.201003877886)",16.35887576754357,48.201003877886045
6097966246,2020,9,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,221,Abkommen rechts d. entgegenkomm. Fahrzeug - auf der Geraden (ohne Kollision),12 bis 15 Uhr,"Fahrrad, Pkw","c(16.3609420775481, 48.202122017888)",16.360942077548142,48.20212201788805
6097968244,2020,9,Sat,90701,Wien,1,Ortsgebiet,2,Tageslicht,742,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren rechts,9 bis 12 Uhr,"E-Bike, Pkw","c(16.3413329275047, 48.1961762678785)",16.341332927504713,48.19617626787849
6097969250,2020,9,Sat,90701,Wien,1,Ortsgebiet,2,Tageslicht,741,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren links,12 bis 15 Uhr,"Fahrrad, Pkw","c(16.3477207575189, 48.1974812178803)",16.347720757518868,48.19748121788031
6097969174,2020,9,Tue,90601,Wien,1,Ortsgebiet,2,Tageslicht,241,Frontalkollision - auf der Geraden,15 bis 18 Uhr,"E-Bike, Fahrrad","c(16.3560288275373, 48.2002849578849)",16.356028827537266,48.200284957884925
6097975347,2020,10,Thu,90601,Wien,1,Ortsgebiet,2,Tageslicht,112,Kollision beim Überholen - Überholen links,6 bis 9 Uhr,"Fahrrad, Pkw","c(16.3426408775076, 48.1964242378788)",16.342640877507613,48.196424237878816
6097982052,2021,2,Tue,90601,Wien,1,Ortsgebiet,2,Tageslicht,242,Frontalkollision - in einer Kurve,6 bis 9 Uhr,"Fahrrad, Pkw","c(16.3597927675456, 48.2012651678864)",16.35979276754561,48.20126516788645
6097981097,2021,2,Thu,90601,Wien,1,Ortsgebiet,2,Tageslicht,852,Fußgänger auf Fahrbahn - von links,9 bis 12 Uhr,"Fahrrad, Fussgaenger:in","c(16.3584813175427, 48.2009190378859)",16.358481317542704,48.20091903788592
6097981973,2021,3,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,411,Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,15 bis 18 Uhr,"Fahrrad, Pkw","c(16.3418583575059, 48.1962898678786)",16.341858357505874,48.19628986787864
6097982040,2021,3,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,741,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren links,12 bis 15 Uhr,"E-Bike, Pkw, Pkw","c(16.3449510775127, 48.1968599778794)",16.34495107751273,48.19685997787942
6097981804,2021,3,Wed,90601,Wien,1,Ortsgebiet,2,Tageslicht,741,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren links,6 bis 9 Uhr,"Fahrrad, Lkw","c(16.3434002275093, 48.196571717879)",16.34340022750929,48.19657171787901
6097988000,2021,5,Fri,90601,Wien,1,Ortsgebiet,2,Tageslicht,951,Radfahrer - Kollision mit querendem Radfahrer,15 bis 18 Uhr,"E-Bike, Fahrrad","c(16.3410771775041, 48.1961082478784)",16.341077177504147,48.19610824787841
6097990516,2021,6,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,742,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren rechts,9 bis 12 Uhr,"Fahrrad, Pkw","c(16.3406531775032, 48.1959918978782)",16.340653177503206,48.1959918978782
6097987908,2021,6,Wed,90601,Wien,1,Ortsgebiet,2,Tageslicht,742,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren rechts,15 bis 18 Uhr,"E-Bike, Pkw","c(16.3412816375046, 48.1961196278784)",16.341281637504597,48.19611962787839
6097994428,2021,7,Wed,90601,Wien,1,Ortsgebiet,2,Tageslicht,151,Auffahren im Kreuzungsbereich - auf fahrendes Fahrzeug,18 bis 24 Uhr,"E-Bike, Fahrrad","c(16.3570241675395, 48.2005692478854)",16.35702416753948,48.2005692478854
6097996088,2021,7,Tue,90601,Wien,1,Ortsgebiet,2,Tageslicht,741,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren links,9 bis 12 Uhr,"Fahrrad, Lkw","c(16.3599487175459, 48.2013621078866)",16.359948717545947,48.20136210788662
6098000296,2021,7,Thu,90601,Wien,1,Ortsgebiet,2,Tageslicht,511,Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,6 bis 9 Uhr,"E-Bike, E-Bike","c(16.3440121575106, 48.1966641078791)",16.344012157510647,48.19666410787911
6098000206,2021,7,Sun,90601,Wien,1,Ortsgebiet,2,Tageslicht,123,Wechseln des Fahrstreifens mit und ohne Kollision - nach links,12 bis 15 Uhr,"Fahrrad, Fahrrad","c(16.3590966675441, 48.201011657886)",16.359096667544062,48.201011657886035
6098011061,2021,7,Wed,90601,Wien,1,Ortsgebiet,2,Tageslicht,851,Fußgänger auf Fahrbahn - von rechts,18 bis 24 Uhr,"Fahrrad, Fussgaenger:in","c(16.3494895475228, 48.1980540778813)",16.349489547522783,48.19805407788127
6097999264,2021,8,Wed,90601,Wien,1,Ortsgebiet,2,Tageslicht,742,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren rechts,12 bis 15 Uhr,"Fahrrad, Pkw","c(16.3413623975048, 48.1961182478784)",16.341362397504785,48.196118247878374
6098000258,2021,8,Fri,90601,Wien,1,Ortsgebiet,2,Tageslicht,742,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren rechts,12 bis 15 Uhr,"Fahrrad, Pkw","c(16.3410963175042, 48.1960899878784)",16.341096317504185,48.19608998787835
6097998553,2021,8,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,812,"Fahrzeug biegt nicht ab - nach Querstraße, Fußgänger von rechts",6 bis 9 Uhr,"Fahrrad, Fussgaenger:in","c(16.3512081075266, 48.1986879978823)",16.35120810752659,48.19868799788233
6098000357,2021,9,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,241,Frontalkollision - auf der Geraden,6 bis 9 Uhr,"Fahrrad, Fahrrad","c(16.3448289975125, 48.1968286578794)",16.344828997512455,48.19682865787935
6098000513,2021,9,Mon,90701,Wien,1,Ortsgebiet,2,Tageslicht,851,Fußgänger auf Fahrbahn - von rechts,12 bis 15 Uhr,"Fahrrad, Fussgaenger:in","c(16.3491099175219, 48.1979645578811)",16.349109917521947,48.19796455788111
6098006738,2021,10,Sat,90601,Wien,1,Ortsgebiet,4,Dunkelheit,951,Radfahrer - Kollision mit querendem Radfahrer,0 bis 6 Uhr,"Fahrrad, Fahrrad","c(16.3526932975299, 48.1993025778834)",16.35269329752988,48.19930257788337
6098006752,2021,10,Fri,90601,Wien,1,Ortsgebiet,2,Tageslicht,411,Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,6 bis 9 Uhr,"Fahrrad, Lkw","c(16.3592831575445, 48.2010723178861)",16.35928315754448,48.201072317886116
6098009498,2021,11,Tue,90601,Wien,1,Ortsgebiet,2,Tageslicht,852,Fußgänger auf Fahrbahn - von links,9 bis 12 Uhr,"E-Bike, Fussgaenger:in","c(16.3480007675195, 48.1974690678803)",16.34800076751949,48.197469067880256
6098007482,2021,11,Thu,90701,Wien,1,Ortsgebiet,2,Tageslicht,741,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren links,6 bis 9 Uhr,"Fahrrad, Pkw","c(16.3591727575442, 48.2010849478862)",16.359172757544233,48.20108494788619
6098009274,2021,11,Wed,90601,Wien,1,Ortsgebiet,2,Tageslicht,871,"Fußgänger geht auf Fahrbahn - gegen Richtung, rechte Fahrbahnseite",12 bis 15 Uhr,"E-Bike, Fussgaenger:in","c(16.3548352375346, 48.1999060078843)",16.354835237534623,48.199906007884344
6098008992,2021,11,Fri,90601,Wien,1,Ortsgebiet,2,Tageslicht,241,Frontalkollision - auf der Geraden,9 bis 12 Uhr,"Fahrrad, Pkw","c(16.3606474275475, 48.2018420478875)",16.360647427547498,48.20184204788753
6098014153,2022,2,Mon,90701,Wien,1,Ortsgebiet,4,Dunkelheit,851,Fußgänger auf Fahrbahn - von rechts,18 bis 24 Uhr,"E-Bike, Fussgaenger:in","c(16.3434661575094, 48.1965926778791)",16.343466157509436,48.19659267787907
6098013342,2022,2,Sat,90601,Wien,1,Ortsgebiet,2,Tageslicht,242,Frontalkollision - in einer Kurve,9 bis 12 Uhr,"E-Bike, Fahrrad","c(16.3596431075453, 48.2012366678864)",16.359643107545278,48.20123666788642
6098014048,2022,3,Fri,90601,Wien,1,Ortsgebiet,2,Tageslicht,51,Sturz vom oder im Fahrzeug - Sturz vom Fahrzeug,9 bis 12 Uhr,E-Bike,"c(16.3536216175319, 48.1995657278838)",16.353621617531935,48.19956572788381
6098016207,2022,4,Wed,90601,Wien,1,Ortsgebiet,2,Tageslicht,462,Kollision beim Umkehren - entgegeng. Richtung - im Streckenbereich,12 bis 15 Uhr,"Fahrrad, Pkw","c(16.3611461775486, 48.2023215178884)",16.361146177548598,48.20232151788842
6098027150,2022,5,Fri,90601,Wien,1,Ortsgebiet,2,Tageslicht,742,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren rechts,15 bis 18 Uhr,"E-Bike, Pkw","c(16.3415338875052, 48.1961512978784)",16.34153388750516,48.19615129787842
6098022221,2022,6,Wed,90601,Wien,1,Ortsgebiet,2,Tageslicht,812,"Fahrzeug biegt nicht ab - nach Querstraße, Fußgänger von rechts",15 bis 18 Uhr,"E-Bike, Fussgaenger:in","c(16.3614197075492, 48.2024270178886)",16.361419707549206,48.20242701788862
6098026846,2022,6,Tue,90701,Wien,1,Ortsgebiet,4,Dunkelheit,112,Kollision beim Überholen - Überholen links,0 bis 6 Uhr,"Fahrrad, Fahrrad","c(16.3474260275182, 48.1975046378804)",16.34742602751822,48.197504637880385
6098024003,2022,6,Sun,90601,Wien,1,Ortsgebiet,2,Tageslicht,852,Fußgänger auf Fahrbahn - von links,9 bis 12 Uhr,"Fahrrad, Fussgaenger:in","c(16.359974317546, 48.2013932978867)",16.359974317546005,48.20139329788668
6098030179,2022,7,Wed,90701,Wien,1,Ortsgebiet,2,Tageslicht,511,Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,18 bis 24 Uhr,"Fahrrad, Pkw","c(16.3398422675014, 48.1959941178783)",16.339842267501403,48.1959941178783
6098031559,2022,8,Sun,90601,Wien,1,Ortsgebiet,2,Tageslicht,411,Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,9 bis 12 Uhr,"E-Bike, Pkw","c(16.3418370675058, 48.1962875878786)",16.341837067505832,48.19628758787864
6098031558,2022,8,Sat,90601,Wien,1,Ortsgebiet,4,Dunkelheit,511,Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,18 bis 24 Uhr,"E-Bike, Pkw","c(16.3400372875018, 48.1955952478775)",16.340037287501843,48.19559524787748
6098028778,2022,8,Thu,90601,Wien,1,Ortsgebiet,2,Tageslicht,51,Sturz vom oder im Fahrzeug - Sturz vom Fahrzeug,12 bis 15 Uhr,Fahrrad,"c(16.3415551775052, 48.1961540578784)",16.341555177505207,48.196154057878424
6098035573,2022,9,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,231,Streifkollision - auf der Geraden,15 bis 18 Uhr,"Fahrrad, Fahrrad","c(16.3533407075313, 48.1994556778836)",16.353340707531316,48.19945567788361
6098035906,2022,9,Tue,90601,Wien,1,Ortsgebiet,2,Tageslicht,873,"Fußgänger geht auf Fahrbahn - gleiche Richtung, rechte Fahrbahnseite",15 bis 18 Uhr,"Fahrrad, Fussgaenger:in","c(16.351405377527, 48.1987638678825)",16.351405377527023,48.198763867882455
6098035793,2022,9,Sat,90601,Wien,1,Ortsgebiet,3,Dämmerung,873,"Fußgänger geht auf Fahrbahn - gleiche Richtung, rechte Fahrbahnseite",18 bis 24 Uhr,"E-Bike, Fussgaenger:in","c(16.3449724575128, 48.1967848878792)",16.344972457512778,48.19678488787925
6098042072,2022,11,Fri,90601,Wien,1,Ortsgebiet,3,Dämmerung,411,Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,15 bis 18 Uhr,"Fahrrad, Pkw","c(16.3415418775052, 48.1962308778786)",16.34154187750518,48.1962308778786
6098043510,2022,12,Mon,90601,Wien,1,Ortsgebiet,4,Dunkelheit,742,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren rechts,15 bis 18 Uhr,"Fahrrad, Pkw","c(16.3411896475044, 48.1961408778785)",16.34118964750439,48.196140877878456
6098044354,2022,12,Thu,90601,Wien,1,Ortsgebiet,2,Tageslicht,951,Radfahrer - Kollision mit querendem Radfahrer,12 bis 15 Uhr,"Fahrrad, Pkw","c(16.3426837275077, 48.1963687878787)",16.3426837275077,48.196368787878704
6098045564,2023,1,Thu,90601,Wien,1,Ortsgebiet,2,Tageslicht,742,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren rechts,15 bis 18 Uhr,"Fahrrad, Pkw","c(16.3534553375316, 48.1995836378838)",16.353455337531564,48.19958363788385
6098052927,2023,2,Tue,90601,Wien,1,Ortsgebiet,2,Tageslicht,231,Streifkollision - auf der Geraden,15 bis 18 Uhr,"Fahrrad, Pkw","c(16.3421157275064, 48.1963547778787)",16.342115727506446,48.196354777878746
6098057318,2023,2,Fri,90601,Wien,1,Ortsgebiet,2,Tageslicht,411,Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,6 bis 9 Uhr,"Fahrrad, Lkw","c(16.3569217575392, 48.2005585278854)",16.35692175753924,48.20055852788536
6098050127,2023,3,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,51,Sturz vom oder im Fahrzeug - Sturz vom Fahrzeug,6 bis 9 Uhr,Fahrrad,"c(16.3500943775241, 48.1982375378815)",16.350094377524126,48.198237537881546
6098061434,2023,3,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,811,"Fahrzeug biegt nicht ab - vor Querstraße, Fußgänger von rechts",6 bis 9 Uhr,"Fahrrad, Fussgaenger:in","c(16.3439133375104, 48.1966644078791)",16.343913337510426,48.19666440787915
6098053213,2023,4,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,873,"Fußgänger geht auf Fahrbahn - gleiche Richtung, rechte Fahrbahnseite",15 bis 18 Uhr,"E-Scooter, Fussgaenger:in","c(16.3469346475171, 48.19727529788)",16.346934647517127,48.19727529787999
6098063444,2023,4,Sat,90601,Wien,1,Ortsgebiet,2,Tageslicht,213,Kollision durch Einordnen oder Zufahren - Zufahren zum linken Fahrbahnrand,12 bis 15 Uhr,"E-Scooter, Fahrrad","c(16.3481924675199, 48.1975654078804)",16.348192467519908,48.19756540788041
6098053889,2023,5,Mon,90601,Wien,1,Ortsgebiet,3,Dämmerung,411,Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,0 bis 6 Uhr,"Fahrrad, Pkw","c(16.3592832475445, 48.2010620178861)",16.359283247544475,48.201062017886095
6098057994,2023,6,Thu,90601,Wien,1,Ortsgebiet,2,Tageslicht,112,Kollision beim Überholen - Überholen links,15 bis 18 Uhr,"Fahrrad, Fahrrad","c(16.3557243875366, 48.200276037885)",16.355724387536593,48.20027603788496
6098061314,2023,7,Fri,90701,Wien,1,Ortsgebiet,2,Tageslicht,871,"Fußgänger geht auf Fahrbahn - gegen Richtung, rechte Fahrbahnseite",15 bis 18 Uhr,"E-Scooter, Fussgaenger:in","c(16.3518067475279, 48.1989239778827)",16.351806747527917,48.1989239778827
6098073058,2023,7,Tue,90601,Wien,1,Ortsgebiet,2,Tageslicht,211,Kollision durch Einordnen oder Zufahren - Einordnen von links,6 bis 9 Uhr,"E-Scooter, Fahrrad","c(16.352282587529, 48.199083727883)",16.35228258752898,48.199083727882986
6098064293,2023,7,Fri,90701,Wien,1,Ortsgebiet,2,Tageslicht,322,Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem,18 bis 24 Uhr,"E-Scooter, Fahrrad","c(16.3440275175107, 48.1966998578792)",16.344027517510693,48.1966998578792
6098068337,2023,7,Fri,90601,Wien,1,Ortsgebiet,2,Tageslicht,742,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren rechts,9 bis 12 Uhr,"Fahrrad, Pkw","c(16.341482047505, 48.1961556678784)",16.341482047505043,48.196155667878436
6098073078,2023,8,Wed,90601,Wien,1,Ortsgebiet,2,Tageslicht,742,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren rechts,15 bis 18 Uhr,"Fahrrad, Pkw","c(16.3412251375045, 48.1961165678784)",16.34122513750448,48.196116567878384
6098080473,2023,10,Fri,90601,Wien,1,Ortsgebiet,2,Tageslicht,851,Fußgänger auf Fahrbahn - von rechts,15 bis 18 Uhr,"E-Scooter, Fussgaenger:in","c(16.3452732975134, 48.1969336878795)",16.34527329751344,48.196933687879536
6098080781,2023,10,Fri,90601,Wien,1,Ortsgebiet,2,Tageslicht,951,Radfahrer - Kollision mit querendem Radfahrer,12 bis 15 Uhr,"Fahrrad, Fahrrad","c(16.354085687533, 48.1996730878839)",16.35408568753296,48.19967308788394
6098080432,2023,12,Sat,90601,Wien,1,Ortsgebiet,2,Tageslicht,312,Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem,9 bis 12 Uhr,"Fahrrad, Pkw","c(16.3409640875039, 48.1960526178783)",16.34096408750389,48.1960526178783
6098090755,2024,3,Fri,90701,Wien,1,Ortsgebiet,2,Tageslicht,813,"Fahrzeug biegt nicht ab - vor Querstraße, Fußgänger von links",12 bis 15 Uhr,"Fahrrad, Fussgaenger:in","c(16.3557994875368, 48.2003957878852)",16.355799487536764,48.20039578788522
6098094935,2024,3,Fri,90701,Wien,1,Ortsgebiet,3,Dämmerung,812,"Fahrzeug biegt nicht ab - nach Querstraße, Fußgänger von rechts",18 bis 24 Uhr,"E-Scooter, Fussgaenger:in","c(16.3458679875148, 48.1970973378798)",16.345867987514765,48.19709733787976
6098090607,2024,4,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,741,Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagentüre Vorbeifahren links,15 bis 18 Uhr,"E-Scooter, Pkw","c(16.3446956875122, 48.1967966278793)",16.344695687512164,48.196796627879316
6098087478,2024,5,Thu,90701,Wien,1,Ortsgebiet,4,Dunkelheit,51,Sturz vom oder im Fahrzeug - Sturz vom Fahrzeug,18 bis 24 Uhr,Fahrrad,"c(16.3460549275152, 48.1971162578798)",16.346054927515176,48.19711625787978
6098092590,2024,5,Thu,90601,Wien,1,Ortsgebiet,2,Tageslicht,812,"Fahrzeug biegt nicht ab - nach Querstraße, Fußgänger von rechts",9 bis 12 Uhr,"Fahrrad, Fussgaenger:in","c(16.3444035575115, 48.1967544078793)",16.344403557511516,48.196754407879276
6098091841,2024,6,Mon,90701,Wien,1,Ortsgebiet,2,Tageslicht,411,Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,15 bis 18 Uhr,"Fahrrad, Pkw","c(16.3417185775056, 48.1963240578787)",16.34171857750557,48.19632405787875
6098106403,2024,8,Sun,90601,Wien,1,Ortsgebiet,2,Tageslicht,851,Fußgänger auf Fahrbahn - von rechts,12 bis 15 Uhr,"E-Scooter, Fussgaenger:in","c(16.3505298875251, 48.1984623778819)",16.350529887525084,48.198462377881945
6098106312,2024,9,Sun,90701,Wien,1,Ortsgebiet,4,Dunkelheit,131,Auffahren auf fahrendes Fahrzeug - auf der Geraden,18 bis 24 Uhr,"E-Bike, Fahrrad","c(16.3410391875041, 48.1961949578786)",16.34103918750405,48.196194957878554
6098107711,2024,9,Thu,90701,Wien,1,Ortsgebiet,2,Tageslicht,411,Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,6 bis 9 Uhr,"Fahrrad, Pkw","c(16.3417005175055, 48.1963041178787)",16.341700517505526,48.19630411787869
6098106358,2024,9,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,112,Kollision beim Überholen - Überholen links,15 bis 18 Uhr,"E-Bike, E-Bike","c(16.3609049775481, 48.202098247888)",16.360904977548067,48.20209824788801
6098106901,2024,9,Mon,90601,Wien,1,Ortsgebiet,2,Tageslicht,411,Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,9 bis 12 Uhr,"Fahrrad, Pkw","c(16.3614381275492, 48.2024956878887)",16.36143812754924,48.20249568788875
6098117979,2024,11,Tue,90701,Wien,1,Ortsgebiet,2,Tageslicht,814,"Fahrzeug biegt nicht ab - nach Querstraße, Fußgänger von links",9 bis 12 Uhr,"Fahrrad, Fussgaenger:in","c(16.3516543975276, 48.1989815778829)",16.351654397527586,48.19898157788286
