REFUOID	U_WGS84X	U_WGS84Y	JAHR	MONAT	WOCHENTAG	U_GEMNR2	U_GEMNAME	U_GEBIET	U_GEBIET_T	U_LICHT	U_LICHT_T	U_UNF_TYP	U_UNF_TYP_T	UHRZEIT	BETEILIGUNG
6097802137	16,2571317	48,20198985	2015	12	Fri	91401	Wien	1	Ortsgebiet			411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	18 bis 24 Uhr	Motorfahrrad, Motorrad
6097796161	16,39011562	48,20297487	2015	12	Fri	90301	Wien	1	Ortsgebiet			332	Kollision beim Umkehren - gleiche Richtung - im Streckenbereich	18 bis 24 Uhr	Pkw, Pkw
6097794204	16,35782719	48,21259702	2015	12	Tue	90101	Wien	1	Ortsgebiet	2	Tageslicht	312	Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem	9 bis 12 Uhr	(Elektro-)Fahrrad, Pkw
6097803522	16,45571172	48,22898788	2015	12	Mon	92201	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	15 bis 18 Uhr	Pkw, Sonstige
6097798210	16,33670747	48,20426198	2015	12	Tue	91501	Wien	1	Ortsgebiet			511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	18 bis 24 Uhr	Pkw, Pkw
6097798477	16,35291874	48,22127024	2015	12	Mon	90901	Wien	1	Ortsgebiet	2	Tageslicht	742	Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent¸re Vorbeifahren rechts	9 bis 12 Uhr	(Elektro-)Fahrrad, Pkw
6097802059	16,32603765	48,19111048	2015	12	Fri	91501	Wien	1	Ortsgebiet			332	Kollision beim Umkehren - gleiche Richtung - im Streckenbereich	18 bis 24 Uhr	Pkw, Schienenfahrzeug
6097798065	16,47508264	48,21808922	2015	12	Fri	92201	Wien	1	Ortsgebiet	2	Tageslicht	322	Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem	12 bis 15 Uhr	Pkw, Schienenfahrzeug
6097797837	16,34903491	48,23702948	2015	12	Wed	91901	Wien	1	Ortsgebiet	4	Dunkelheit	021	Abkommen links - auf der Geraden	18 bis 24 Uhr	Schienenfahrzeug
6097796085	16,36843264	48,17201012	2015	12	Wed	91001	Wien	1	Ortsgebiet	2	Tageslicht	323	Kollision beim Linksabbiegen - Linksabbieger mit Linksabbieger	15 bis 18 Uhr	Motorfahrrad, Pkw
6097798457	16,31655335	48,24160804	2015	12	Fri	91801	Wien	1	Ortsgebiet			511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	18 bis 24 Uhr	Pkw, Pkw
6097795271	16,40983522	48,17010148	2015	12	Wed	91101	Wien	1	Ortsgebiet			811	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von rechts	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097803456	16,34299994	48,18786499	2015	12	Thu	90501	Wien	1	Ortsgebiet			141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	18 bis 24 Uhr	Pkw, Pkw
6097798640	16,45614088	48,26717114	2015	12	Mon	92101	Wien	1	Ortsgebiet	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	9 bis 12 Uhr	Pkw, Pkw
6097798389	16,47039795	48,16659546	2015	12	Tue	91101	Wien	1	Ortsgebiet	4	Dunkelheit	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	15 bis 18 Uhr	Pkw, Pkw
6097800032	16,38049185	48,23476238	2015	12	Tue	92001	Wien	1	Ortsgebiet	3	D‰mmerung	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	15 bis 18 Uhr	Lkw, Pkw
6097799164	16,20725334	48,2064196	2015	12	Sat	91401	Wien	1	Ortsgebiet	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	15 bis 18 Uhr	Pkw, Pkw
6097796860	16,29818827	48,19754898	2015	12	Wed	91401	Wien	1	Ortsgebiet			741	Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent¸re Vorbeifahren links	15 bis 18 Uhr	(Elektro-)Fahrrad, Pkw
6097796645	16,39166862	48,21400185	2015	12	Sun	90201	Wien	1	Ortsgebiet	4	Dunkelheit	951	Radfahrer - Kollision mit querendem Radfahrer	15 bis 18 Uhr	(Elektro-)Fahrrad, Pkw
6097791684	16,35345519	48,23273995	2015	12	Wed	91901	Wien	1	Ortsgebiet	2	Tageslicht	883	Fuﬂg‰nger quert Fahrbahn - beim R¸ckw‰rtsfahren	9 bis 12 Uhr	Fussgaenger:in, Pkw
6097800043	16,3201797	48,20868081	2015	12	Sat	91601	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	0 bis 6 Uhr	Pkw, Pkw
6097798374	16,35952502	48,203883	2015	12	Thu	90701	Wien	1	Ortsgebiet	2	Tageslicht	191	Sonstige Unf‰lle im Richtungsverkehr	12 bis 15 Uhr	(Elektro-)Fahrrad, Pkw
6097795299	16,30897075	48,14644243	2015	12	Thu	92301	Wien	1	Ortsgebiet	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	12 bis 15 Uhr	Lkw, Motorrad
6097794904	16,37842387	48,18199935	2015	12	Sun	91001	Wien	1	Ortsgebiet			123	Wechseln des Fahrstreifens mit und ohne Kollision - nach links	18 bis 24 Uhr	Bus, Pkw
6097796963	16,35728538	48,17231063	2015	12	Fri	91001	Wien	1	Ortsgebiet	2	Tageslicht	851	Fuﬂg‰nger auf Fahrbahn - von rechts	6 bis 9 Uhr	Fussgaenger:in, Pkw
6097794694	16,36278927	48,17142162	2015	12	Wed	91001	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	12 bis 15 Uhr	Pkw, Pkw
6097796776	16,33857429	48,20935826	2015	12	Sun	91601	Wien	1	Ortsgebiet			121	Wechseln des Fahrstreifens mit und ohne Kollision - nach rechts	15 bis 18 Uhr	Pkw, Pkw
6097795082	16,34835899	48,19207067	2015	12	Mon	90601	Wien	1	Ortsgebiet	2	Tageslicht	312	Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem	12 bis 15 Uhr	(Elektro-)Fahrrad, Pkw
6097794828	16,39458686	48,19867533	2015	12	Thu	90301	Wien	1	Ortsgebiet	2	Tageslicht	852	Fuﬂg‰nger auf Fahrbahn - von links	15 bis 18 Uhr	(Elektro-)Fahrrad, Fussgaenger:in
6097794722	16,3121143	48,21259523	2015	12	Tue	91601	Wien	1	Ortsgebiet			411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	15 bis 18 Uhr	Pkw, Pkw
6097797361	16,36127383	48,16583854	2015	12	Sun	91001	Wien	1	Ortsgebiet			011	Abkommen rechts - auf der Geraden	18 bis 24 Uhr	Pkw
6097803454	16,47242725	48,25176945	2015	12	Thu	92201	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw, Pkw
6097797333	16,33745313	48,20519511	2015	12	Wed	90701	Wien	1	Ortsgebiet			141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	18 bis 24 Uhr	Pkw, Pkw, Pkw, Pkw
6097792835	16,35520935	48,1674307	2015	12	Sun	91001	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw, Pkw, Pkw
6097796855	16,38236403	48,15416954	2015	12	Wed	91001	Wien	1	Ortsgebiet	2	Tageslicht	312	Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem	6 bis 9 Uhr	Pkw, Schienenfahrzeug
6097797180	16,38467073	48,16190623	2015	12	Fri	91001	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	6 bis 9 Uhr	Pkw, Pkw
6097798196	16,40895277	48,19786365	2015	12	Thu	90301	Wien	1	Ortsgebiet			021	Abkommen links - auf der Geraden	0 bis 6 Uhr	Pkw
6097797963	16,3942194	48,25413759	2015	12	Thu	92101	Wien	1	Ortsgebiet	2	Tageslicht	884	Haus-, Grundst.-, Ein-, Ausfahrt - beim Einfahren	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097797670	16,36959672	48,2183144	2015	12	Fri	90901	Wien	1	Ortsgebiet			951	Radfahrer - Kollision mit querendem Radfahrer	18 bis 24 Uhr	(Elektro-)Fahrrad, Lkw
6097795270	16,45939708	48,16002584	2015	12	Sat	91101	Wien	1	Ortsgebiet			821	beim Rechtsabbiegen - Fg.: gleiche Ann‰herungsrichtung	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097796341	16,34869695	48,2095656	2015	12	Fri	90801	Wien	1	Ortsgebiet			813	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von links	0 bis 6 Uhr	Fussgaenger:in, Pkw
6097801161	16,35944724	48,20115319	2015	12	Tue	90601	Wien	1	Ortsgebiet	3	D‰mmerung	851	Fuﬂg‰nger auf Fahrbahn - von rechts	15 bis 18 Uhr	(Elektro-)Fahrrad, Fussgaenger:in
6097795470	16,34117335	48,19840715	2015	12	Wed	90701	Wien	1	Ortsgebiet	2	Tageslicht	121	Wechseln des Fahrstreifens mit und ohne Kollision - nach rechts	15 bis 18 Uhr	Pkw, Pkw
6097797559	16,36278123	48,16577235	2015	12	Tue	91001	Wien	1	Ortsgebiet	2	Tageslicht	181	Kollision durch Einordnen - von rechts	12 bis 15 Uhr	Pkw, Pkw
6097799988	16,35630906	48,23321519	2015	12	Thu	91901	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	9 bis 12 Uhr	Pkw, Pkw
6097817039	16,36977911	48,21833942	2016	1	Thu	90101	Wien	1	Ortsgebiet	2	Tageslicht	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	6 bis 9 Uhr	(Elektro-)Fahrrad, Pkw
6097830283	16,28393555	48,17868042	2016	1	Wed	91301	Wien	1	Ortsgebiet	2	Tageslicht	462	Kollision beim Umkehren - entgegeng. Richtung - im Streckenbereich	12 bis 15 Uhr	Pkw, Schienenfahrzeug
6097810957	16,40151769	48,22589489	2016	1	Wed	90201	Wien	1	Ortsgebiet	2	Tageslicht	814	Fahrzeug biegt nicht ab - nach Querstraﬂe, Fuﬂg‰nger von links	6 bis 9 Uhr	Fussgaenger:in, Pkw
6097835487	16,30706787	48,19554138	2016	1	Fri	91401	Wien	1	Ortsgebiet	4	Dunkelheit	851	Fuﬂg‰nger auf Fahrbahn - von rechts	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097804644	16,319713	48,17214964	2016	1	Tue	91201	Wien	1	Ortsgebiet	2	Tageslicht	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	6 bis 9 Uhr	Lkw, Motorrad
6097805534	16,26147151	48,19808355	2016	1	Fri	91401	Wien	1	Ortsgebiet	2	Tageslicht	851	Fuﬂg‰nger auf Fahrbahn - von rechts	6 bis 9 Uhr	Fussgaenger:in, Pkw
6097805807	16,33958548	48,21761562	2016	1	Tue	91701	Wien	1	Ortsgebiet	2	Tageslicht	191	Sonstige Unf‰lle im Richtungsverkehr	15 bis 18 Uhr	(Elektro-)Fahrrad, Pkw
6097797840	16,37950212	48,15267897	2016	1	Tue	91001	Wien	1	Ortsgebiet	2	Tageslicht	811	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von rechts	12 bis 15 Uhr	Fussgaenger:in, Pkw
6097825081	16,33768916	48,13641584	2016	1	Mon	92301	Wien	1	Ortsgebiet			131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	18 bis 24 Uhr	Pkw, Pkw
6097810585	16,41430664	48,18533325	2016	1	Fri	90301	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	9 bis 12 Uhr	Pkw, Pkw
6097801000	16,35491967	48,22810878	2016	1	Mon	90901	Wien	1	Ortsgebiet	3	D‰mmerung	824	beim Linksabbiegen - Fg.: gegen Ann‰herungsrichtung	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097814147	16,37649536	48,20328056	2016	1	Thu	90101	Wien	1	Ortsgebiet			823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097824330	16,36012584	48,22763349	2016	1	Wed	90901	Wien	1	Ortsgebiet	2	Tageslicht	151	Auffahren im Kreuzungsbereich - auf fahrendes Fahrzeug	9 bis 12 Uhr	Pkw, Pkw
6097817856	16,37212873	48,20937613	2016	1	Tue	90101	Wien	1	Ortsgebiet	2	Tageslicht	890	Sonstige Fuﬂg‰ngerunf‰lle - Straﬂenaufsichts- oder Erhaltungsorgane	9 bis 12 Uhr	Fussgaenger:in, Pkw
6097814136	16,27435148	48,19320965	2016	1	Sat	91401	Wien	1	Ortsgebiet	2	Tageslicht	823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	9 bis 12 Uhr	Fussgaenger:in, Pkw
6097796829	16,33356929	48,21137625	2016	1	Fri	91601	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	12 bis 15 Uhr	Pkw, Schienenfahrzeug
6097801559	16,47074819	48,26029854	2016	1	Mon	92201	Wien	1	Ortsgebiet			161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	6 bis 9 Uhr	Lkw, Pkw
6097802689	16,45096153	48,24371229	2016	1	Sat	92201	Wien	1	Ortsgebiet			161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	15 bis 18 Uhr	Pkw, Pkw
6097798516	16,34171784	48,2427745	2016	1	Tue	91901	Wien	1	Ortsgebiet			813	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von links	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097805568	16,34203434	48,21640927	2016	1	Thu	90901	Wien	1	Ortsgebiet	4	Dunkelheit	824	beim Linksabbiegen - Fg.: gegen Ann‰herungsrichtung	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097798972	16,41354203	48,17229453	2016	1	Fri	91101	Wien	1	Ortsgebiet			823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	18 bis 24 Uhr	Fussgaenger:in, Lkw
6097805435	16,36187744	48,13098145	2016	1	Tue	92301	Wien	1	Ortsgebiet			891	Sonstige Fuﬂg‰ngerunf‰lle - Sonstige	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097840195	16,30269974	48,22791402	2016	1	Mon	91701	Wien	1	Ortsgebiet	2	Tageslicht	741	Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent¸re Vorbeifahren links	6 bis 9 Uhr	(Elektro-)Fahrrad, Pkw
6097797470	16,3738963	48,16407637	2016	1	Mon	91001	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	6 bis 9 Uhr	Pkw, Pkw
6097799724	16,40118408	48,19075012	2016	1	Mon	90301	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw
6097813672	16,45534158	48,17286156	2016	1	Tue	91101	Wien	0	Freiland	2	Tageslicht	012	Abkommen rechts - in Rechtskurve	6 bis 9 Uhr	Pkw
6097818532	16,36884034	48,16518377	2016	1	Thu	91001	Wien	1	Ortsgebiet	4	Dunkelheit	883	Fuﬂg‰nger quert Fahrbahn - beim R¸ckw‰rtsfahren	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097814144	16,42823786	48,26702473	2016	1	Fri	92101	Wien	1	Ortsgebiet	2	Tageslicht	824	beim Linksabbiegen - Fg.: gegen Ann‰herungsrichtung	12 bis 15 Uhr	Fussgaenger:in, Lkw
6097812465	16,38832659	48,23545914	2016	1	Fri	92001	Wien	1	Ortsgebiet			891	Sonstige Fuﬂg‰ngerunf‰lle - Sonstige	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097818523	16,28878444	48,13853873	2016	1	Wed	92301	Wien	1	Ortsgebiet	2	Tageslicht	991	Sonstige Unf‰lle mit zwei oder mehreren Beteiligten	15 bis 18 Uhr	Motorrad, Pkw
6097799727	16,26436293	48,14793855	2016	1	Mon	92301	Wien	1	Ortsgebiet	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	6 bis 9 Uhr	Pkw, Pkw, Pkw
6097809055	16,40960455	48,18705493	2016	1	Fri	90301	Wien	0	Freiland	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw, Pkw
6097822603	16,28514469	48,17387755	2016	1	Wed	91301	Wien	1	Ortsgebiet	2	Tageslicht	852	Fuﬂg‰nger auf Fahrbahn - von links	6 bis 9 Uhr	Fussgaenger:in, Pkw
6097814158	16,33780718	48,20166627	2016	1	Tue	90701	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	6 bis 9 Uhr	Lkw, Lkw
6097798387	16,43193662	48,16954337	2016	1	Tue	91101	Wien	1	Ortsgebiet			851	Fuﬂg‰nger auf Fahrbahn - von rechts	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097813479	16,35101318	48,2069397	2016	1	Wed	90801	Wien	1	Ortsgebiet	2	Tageslicht	891	Sonstige Fuﬂg‰ngerunf‰lle - Sonstige	9 bis 12 Uhr	(Elektro-)Fahrrad, Fussgaenger:in
6097798447	16,37657046	48,20333419	2016	1	Tue	90101	Wien	1	Ortsgebiet			411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	18 bis 24 Uhr	Pkw, Schienenfahrzeug
6097798445	16,36317283	48,21323867	2016	1	Thu	90101	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	12 bis 15 Uhr	Bus, Pkw
6097839343	16,33778381	48,17175293	2016	1	Tue	91201	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	12 bis 15 Uhr	Pkw, Pkw
6097802260	16,36185586	48,24503232	2016	1	Sat	91901	Wien	1	Ortsgebiet	3	D‰mmerung	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	15 bis 18 Uhr	Pkw, Pkw
6097807472	16,38901323	48,25991283	2016	1	Mon	92101	Wien	1	Ortsgebiet			812	Fahrzeug biegt nicht ab - nach Querstraﬂe, Fuﬂg‰nger von rechts	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097809038	16,32132769	48,20851993	2016	1	Thu	91601	Wien	1	Ortsgebiet	2	Tageslicht	052	Sturz vom oder im Fahrzeug - Sturz (Verletzung) im Fahrzeug	15 bis 18 Uhr	Bus
6097801285	16,49731547	48,21179628	2016	1	Sat	92201	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	12 bis 15 Uhr	Pkw, Pkw
6097821971	16,30370021	48,16109039	2016	1	Mon	91201	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	9 bis 12 Uhr	Lkw, Lkw
6097805441	16,36034042	48,22533381	2016	1	Sat	90901	Wien	1	Ortsgebiet			141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	18 bis 24 Uhr	Pkw, Pkw, Pkw
6097799784	16,36903077	48,19563951	2016	1	Wed	90401	Wien	1	Ortsgebiet	2	Tageslicht	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	9 bis 12 Uhr	Pkw, Pkw, Pkw
6097798812	16,34352297	48,21061661	2016	1	Fri	90801	Wien	1	Ortsgebiet	4	Dunkelheit	112	Kollision beim ‹berholen - ‹berholen links	18 bis 24 Uhr	(Elektro-)Fahrrad, Pkw
6097805761	16,3743791	48,16850225	2016	1	Wed	91001	Wien	1	Ortsgebiet	2	Tageslicht	814	Fahrzeug biegt nicht ab - nach Querstraﬂe, Fuﬂg‰nger von links	12 bis 15 Uhr	Fussgaenger:in, Pkw
6097805456	16,33596718	48,21964044	2016	1	Thu	91701	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	9 bis 12 Uhr	Pkw, Pkw
6097814120	16,42613769	48,19959962	2016	1	Fri	90201	Wien	0	Freiland	2	Tageslicht	181	Kollision durch Einordnen - von rechts	12 bis 15 Uhr	Pkw, Pkw
6097817857	16,36167079	48,24516807	2016	1	Wed	91901	Wien	1	Ortsgebiet	2	Tageslicht	891	Sonstige Fuﬂg‰ngerunf‰lle - Sonstige	9 bis 12 Uhr	Fussgaenger:in, Pkw
6097818526	16,33559838	48,14979075	2016	1	Wed	92301	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	15 bis 18 Uhr	Pkw, Pkw
6097805602	16,2642315	48,18308311	2016	1	Mon	91301	Wien	1	Ortsgebiet	4	Dunkelheit	821	beim Rechtsabbiegen - Fg.: gleiche Ann‰herungsrichtung	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097829336	16,34619141	48,17286682	2016	1	Thu	91201	Wien	1	Ortsgebiet			141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	18 bis 24 Uhr	Pkw, Pkw, Pkw
6097833887	16,37218773	48,18966389	2016	1	Tue	90401	Wien	1	Ortsgebiet	2	Tageslicht	813	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von links	12 bis 15 Uhr	Fussgaenger:in, Pkw
6097800664	16,38612717	48,26425008	2016	1	Thu	92101	Wien	1	Ortsgebiet	2	Tageslicht	852	Fuﬂg‰nger auf Fahrbahn - von links	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097803153	16,36665165	48,16965606	2016	1	Thu	91001	Wien	1	Ortsgebiet	2	Tageslicht	611	Kollision beim Fahren in gleiche Zielrichtung - mit Rechtsabbieger	9 bis 12 Uhr	Pkw, Schienenfahrzeug
6097836844	16,38349056	48,22510508	2016	1	Wed	90201	Wien	1	Ortsgebiet	2	Tageslicht	322	Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem	12 bis 15 Uhr	Pkw, Schienenfahrzeug
6097797627	16,38902128	48,29584073	2016	1	Tue	92101	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw
6097806578	16,36557341	48,22726004	2016	1	Thu	90901	Wien	1	Ortsgebiet	2	Tageslicht	851	Fuﬂg‰nger auf Fahrbahn - von rechts	12 bis 15 Uhr	Fussgaenger:in, Pkw
6097796233	16,32078052	48,18707639	2016	1	Thu	91501	Wien	1	Ortsgebiet	2	Tageslicht	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	6 bis 9 Uhr	Pkw, Pkw
6097831703	16,348526	48,21459961	2016	1	Thu	90801	Wien	1	Ortsgebiet	2	Tageslicht	991	Sonstige Unf‰lle mit zwei oder mehreren Beteiligten	12 bis 15 Uhr	Pkw, Pkw
6097807476	16,36185318	48,21458093	2016	1	Tue	90901	Wien	1	Ortsgebiet	2	Tageslicht	821	beim Rechtsabbiegen - Fg.: gleiche Ann‰herungsrichtung	9 bis 12 Uhr	Fussgaenger:in, Lkw
6097801291	16,36968523	48,20248325	2016	1	Tue	90101	Wien	1	Ortsgebiet	2	Tageslicht	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	6 bis 9 Uhr	(Elektro-)Fahrrad, (Elektro-)Fahrrad
6097806382	16,38322234	48,23871054	2016	1	Mon	92001	Wien	1	Ortsgebiet			124	Wechseln des Fahrstreifens mit und ohne Kollision - nach links mit Abkommen links	15 bis 18 Uhr	Motorrad, Pkw
6097803121	16,41062915	48,17962429	2016	1	Wed	91101	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw, Pkw
6097807373	16,44955069	48,23120342	2016	1	Fri	92201	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	6 bis 9 Uhr	Lkw, Pkw
6097797203	16,30960643	48,14870807	2016	1	Tue	92301	Wien	1	Ortsgebiet	3	D‰mmerung	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	15 bis 18 Uhr	Pkw, Pkw, Pkw
6097797471	16,36350811	48,16546643	2016	1	Mon	91001	Wien	1	Ortsgebiet			851	Fuﬂg‰nger auf Fahrbahn - von rechts	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097799994	16,36173248	48,21805705	2016	1	Tue	90901	Wien	1	Ortsgebiet			611	Kollision beim Fahren in gleiche Zielrichtung - mit Rechtsabbieger	18 bis 24 Uhr	(Elektro-)Fahrrad, Pkw
6097805336	16,32817268	48,23288467	2016	1	Tue	91801	Wien	1	Ortsgebiet			141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	15 bis 18 Uhr	Pkw, Pkw
6097809818	16,33693814	48,1973702	2016	1	Thu	91501	Wien	1	Ortsgebiet	2	Tageslicht	813	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von links	9 bis 12 Uhr	Fussgaenger:in, Pkw
6097810973	16,36067837	48,19973192	2016	1	Sun	90601	Wien	1	Ortsgebiet	3	D‰mmerung	813	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von links	15 bis 18 Uhr	(Elektro-)Fahrrad, Fussgaenger:in
6097796169	16,47228777	48,16265944	2016	1	Mon	91101	Wien	1	Ortsgebiet	2	Tageslicht	123	Wechseln des Fahrstreifens mit und ohne Kollision - nach links	12 bis 15 Uhr	Pkw, Pkw
6097806279	16,44894451	48,25727709	2016	1	Thu	92201	Wien	1	Ortsgebiet			823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	6 bis 9 Uhr	Fussgaenger:in, Pkw
6097805533	16,28840625	48,19682489	2016	1	Wed	91401	Wien	1	Ortsgebiet	2	Tageslicht	612	Kollision beim Fahren in gleiche Zielrichtung - mit Linksabbieger	9 bis 12 Uhr	Pkw, Pkw
6097839140	16,50465131	48,21549421	2016	1	Mon	92201	Wien	1	Ortsgebiet			851	Fuﬂg‰nger auf Fahrbahn - von rechts	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097835443	16,49272084	48,21729572	2016	1	Mon	92201	Wien	1	Ortsgebiet	2	Tageslicht	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	6 bis 9 Uhr	Pkw, Pkw
6097813942	16,35518789	48,19520504	2016	1	Mon	90501	Wien	1	Ortsgebiet	2	Tageslicht	791	Sonstige Unf‰lle mit haltenden / parkend. Fahrzeugen	9 bis 12 Uhr	Pkw
6097824497	16,37531787	48,21268639	2016	1	Fri	90101	Wien	1	Ortsgebiet			890	Sonstige Fuﬂg‰ngerunf‰lle - Straﬂenaufsichts- oder Erhaltungsorgane	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097836965	16,34547561	48,21313858	2016	1	Thu	90801	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	6 bis 9 Uhr	Lkw, Motorrad
