REFUOID	U_WGS84X	U_WGS84Y	JAHR	MONAT	WOCHENTAG	U_GEMNR2	U_GEMNAME	U_GEBIET	U_GEBIET_T	U_LICHT	U_LICHT_T	U_UNF_TYP	U_UNF_TYP_T	UHRZEIT	BETEILIGUNG
6097906359	16,27014638	48,15313153	2018	12	Sat	92301	Wien	1	Ortsgebiet	2	Tageslicht	241	Frontalkollision - auf der Geraden	6 bis 9 Uhr	Lkw, Pkw
6097909953	16,31207147	48,22104651	2018	12	Sun	91601	Wien	1	Ortsgebiet	4	Dunkelheit	891	Sonstige Fuﬂg‰ngerunf‰lle - Sonstige	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097905418	16,34487651	48,22607076	2018	12	Mon	91801	Wien	1	Ortsgebiet	4	Dunkelheit	851	Fuﬂg‰nger auf Fahrbahn - von rechts	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097906425	16,41621613	48,21730305	2018	12	Fri	90201	Wien	1	Ortsgebiet	4	Dunkelheit	622	Kollision beim Entgegenkommen - Linksabbieger m. entgegenkomm. Fahrzeug	15 bis 18 Uhr	Pkw, Pkw
6097905593	16,37370578	48,18128551	2018	12	Tue	91001	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	9 bis 12 Uhr	Pkw, Pkw
6097905932	16,42299966	48,30126498	2018	12	Thu	92101	Wien	1	Ortsgebiet	4	Dunkelheit	824	beim Linksabbiegen - Fg.: gegen Ann‰herungsrichtung	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097905515	16,32221013	48,19665782	2018	12	Sat	91501	Wien	1	Ortsgebiet	4	Dunkelheit	824	beim Linksabbiegen - Fg.: gegen Ann‰herungsrichtung	0 bis 6 Uhr	Fussgaenger:in, Pkw
6097906042	16,44694713	48,25146711	2018	12	Tue	92201	Wien	1	Ortsgebiet	2	Tageslicht	181	Kollision durch Einordnen - von rechts	12 bis 15 Uhr	Pkw, Pkw
6097905806	16,3709449	48,23869515	2018	12	Sat	92001	Wien	1	Ortsgebiet	2	Tageslicht	123	Wechseln des Fahrstreifens mit und ohne Kollision - nach links	6 bis 9 Uhr	Fahrrad, Pkw
6097907705	16,51952337	48,21305668	2018	12	Fri	92201	Wien	1	Ortsgebiet	2	Tageslicht	852	Fuﬂg‰nger auf Fahrbahn - von links	12 bis 15 Uhr	Fussgaenger:in, Pkw
6097911937	16,364896	48,19032421	2018	12	Sun	90401	Wien	1	Ortsgebiet	2	Tageslicht	612	Kollision beim Fahren in gleiche Zielrichtung - mit Linksabbieger	9 bis 12 Uhr	Bus, Pkw
6097907704	16,46657065	48,23476732	2018	12	Sat	92201	Wien	1	Ortsgebiet	2	Tageslicht	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	15 bis 18 Uhr	Pkw, Pkw
6097905310	16,27836507	48,24019323	2018	12	Thu	91701	Wien	1	Ortsgebiet	3	D‰mmerung	224	Abkommen links d. entgegenkomm. Fahrzeug - auf der Geraden (ohne Kollision)	15 bis 18 Uhr	Pkw, Pkw
6097905027	16,33259771	48,18117452	2018	12	Fri	91201	Wien	1	Ortsgebiet	4	Dunkelheit	824	beim Linksabbiegen - Fg.: gegen Ann‰herungsrichtung	0 bis 6 Uhr	Fussgaenger:in, Lkw
6097905041	16,32748252	48,17230879	2018	12	Sun	91201	Wien	1	Ortsgebiet	4	Dunkelheit	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	18 bis 24 Uhr	Pkw, Pkw
6097911604	16,32671922	48,19124777	2018	12	Sun	91501	Wien	1	Ortsgebiet	2	Tageslicht	851	Fuﬂg‰nger auf Fahrbahn - von rechts	12 bis 15 Uhr	Fussgaenger:in, Schienenfahrzeug
6097904851	16,3745352	48,16391703	2018	12	Tue	91001	Wien	1	Ortsgebiet	4	Dunkelheit	823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097905016	16,31905093	48,2134639	2018	12	Mon	91601	Wien	1	Ortsgebiet	4	Dunkelheit	821	beim Rechtsabbiegen - Fg.: gleiche Ann‰herungsrichtung	15 bis 18 Uhr	Fussgaenger:in, Lkw
6097905128	16,27945248	48,16914255	2018	12	Tue	91301	Wien	1	Ortsgebiet	4	Dunkelheit	813	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von links	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097911440	16,3376307	48,19517075	2018	12	Fri	91501	Wien	1	Ortsgebiet	2	Tageslicht	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	12 bis 15 Uhr	Lkw, Pkw
6097909360	16,35381367	48,22375554	2018	12	Fri	90901	Wien	1	Ortsgebiet	4	Dunkelheit	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	15 bis 18 Uhr	Pkw, Pkw, Pkw
6097907165	16,32578434	48,23078814	2018	12	Sun	91801	Wien	1	Ortsgebiet	4	Dunkelheit	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	0 bis 6 Uhr	Pkw, Pkw
6097911919	16,33895562	48,19862488	2018	12	Wed	90701	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	12 bis 15 Uhr	Lkw, Motorrad, Pkw
6097911734	16,34112874	48,21641898	2018	12	Sun	91701	Wien	1	Ortsgebiet	2	Tageslicht	822	beim Rechtsabbiegen - Fg.: gegen Ann‰herungsrichtung	9 bis 12 Uhr	Fussgaenger:in, Sonstige
6097905937	16,38990214	48,27310484	2018	12	Wed	92101	Wien	1	Ortsgebiet	4	Dunkelheit	823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097910471	16,32430509	48,16160583	2018	12	Tue	91201	Wien	1	Ortsgebiet	2	Tageslicht	823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	15 bis 18 Uhr	Fussgaenger:in, Lkw
6097911738	16,34464618	48,18581332	2018	12	Fri	90501	Wien	1	Ortsgebiet	4	Dunkelheit	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	18 bis 24 Uhr	Lkw, Pkw
6097910654	16,38960506	48,25921621	2018	12	Wed	92101	Wien	1	Ortsgebiet	4	Dunkelheit	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	15 bis 18 Uhr	Pkw, Pkw
6097911793	16,37614138	48,19929766	2018	12	Mon	90301	Wien	1	Ortsgebiet	2	Tageslicht	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	6 bis 9 Uhr	Lkw, Pkw
6097905046	16,27972341	48,18752633	2018	12	Thu	91301	Wien	1	Ortsgebiet	2	Tageslicht	621	Kollision beim Entgegenkommen - Rechtsabbieger m. entgegenkomm. Fahrzeug	12 bis 15 Uhr	Bus, Pkw
6097906250	16,31760357	48,15112748	2018	12	Sun	92301	Wien	1	Ortsgebiet	4	Dunkelheit	322	Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem	18 bis 24 Uhr	Fahrrad, Pkw
6097910218	16,31642794	48,20013407	2018	12	Mon	91401	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	15 bis 18 Uhr	Pkw, Pkw
6097911139	16,34393867	48,2131245	2018	12	Sun	90801	Wien	1	Ortsgebiet	4	Dunkelheit	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	15 bis 18 Uhr	Pkw, Pkw
6097911922	16,35937622	48,2141657	2018	12	Wed	90901	Wien	1	Ortsgebiet	2	Tageslicht	814	Fahrzeug biegt nicht ab - nach Querstraﬂe, Fuﬂg‰nger von links	12 bis 15 Uhr	Fussgaenger:in, Schienenfahrzeug
6097904871	16,36849106	48,17943836	2018	12	Fri	91001	Wien	1	Ortsgebiet	3	D‰mmerung	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	6 bis 9 Uhr	Lkw, Pkw
6097911798	16,39161424	48,1946157	2018	12	Thu	90301	Wien	1	Ortsgebiet	4	Dunkelheit	821	beim Rechtsabbiegen - Fg.: gleiche Ann‰herungsrichtung	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097905489	16,37994503	48,17455115	2018	12	Mon	91001	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	15 bis 18 Uhr	Pkw, Pkw
6097911832	16,39256879	48,17753825	2018	12	Wed	90301	Wien	1	Ortsgebiet	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw
6097914246	16,32287021	48,22407644	2018	12	Fri	91701	Wien	1	Ortsgebiet	2	Tageslicht	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	15 bis 18 Uhr	Pkw, Pkw
6097911579	16,30032034	48,16690127	2018	12	Sat	91201	Wien	1	Ortsgebiet	4	Dunkelheit	881	Fuﬂg‰nger neben der Fahrbahn - rechts neben der Fahrbahn	15 bis 18 Uhr	Fussgaenger:in, Sonstige
6097911416	16,29097112	48,17092316	2018	12	Tue	91301	Wien	1	Ortsgebiet	4	Dunkelheit	851	Fuﬂg‰nger auf Fahrbahn - von rechts	15 bis 18 Uhr	Fussgaenger:in, Schienenfahrzeug
6097907623	16,37064846	48,23156682	2018	12	Tue	92001	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	12 bis 15 Uhr	Fahrrad, Pkw
6097911158	16,34248546	48,21315868	2018	12	Thu	90801	Wien	1	Ortsgebiet	4	Dunkelheit	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	15 bis 18 Uhr	E-Bike, Lkw
6097910362	16,45585743	48,22360777	2018	12	Thu	92201	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	6 bis 9 Uhr	Pkw, Pkw
6097905680	16,37139262	48,20196766	2018	12	Sat	90101	Wien	1	Ortsgebiet	4	Dunkelheit	824	beim Linksabbiegen - Fg.: gegen Ann‰herungsrichtung	0 bis 6 Uhr	Fussgaenger:in, Fussgaenger:in, Pkw
6097905565	16,36544487	48,21529702	2018	12	Sat	90101	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	12 bis 15 Uhr	Pkw, Pkw
6097909803	16,34634013	48,18379378	2018	12	Sun	90501	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	12 bis 15 Uhr	Lkw, Pkw
6097904891	16,35034608	48,17037983	2018	12	Sat	91001	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	6 bis 9 Uhr	Lkw, Pkw
6097906269	16,29005565	48,15165482	2018	12	Thu	92301	Wien	1	Ortsgebiet	4	Dunkelheit	852	Fuﬂg‰nger auf Fahrbahn - von links	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097907221	16,33190987	48,24100497	2018	12	Wed	91901	Wien	1	Ortsgebiet	2	Tageslicht	814	Fahrzeug biegt nicht ab - nach Querstraﬂe, Fuﬂg‰nger von links	12 bis 15 Uhr	Fussgaenger:in, Pkw
6097912905	16,37940451	48,21139163	2018	12	Sun	90101	Wien	1	Ortsgebiet	4	Dunkelheit	312	Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem	15 bis 18 Uhr	Pkw, Schienenfahrzeug
6097905443	16,31268224	48,21250668	2018	12	Tue	91601	Wien	1	Ortsgebiet	3	D‰mmerung	852	Fuﬂg‰nger auf Fahrbahn - von links	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097911865	16,34506911	48,18539186	2018	12	Tue	90501	Wien	1	Ortsgebiet	2	Tageslicht	711	Kollision mit haltenden oder parkenden Fahrzeugen - Fahrzeug h‰lt oder parkt rechts	9 bis 12 Uhr	Motorrad, Pkw
6097906321	16,31685213	48,13637298	2018	12	Thu	92301	Wien	1	Ortsgebiet	4	Dunkelheit	948	Aus- oder Einfahrt - Kollision bei Haus-, Grundst¸cks-, Ein- oder Ausfahrt	15 bis 18 Uhr	Lkw, Pkw
6097904672	16,21224412	48,2090949	2018	12	Mon	91401	Wien	1	Ortsgebiet	4	Dunkelheit	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	15 bis 18 Uhr	Pkw, Pkw, Pkw
6097905383	16,32488845	48,23311854	2018	12	Fri	91801	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	15 bis 18 Uhr	Pkw, Pkw
6097909376	16,26760918	48,18790088	2018	12	Thu	91301	Wien	1	Ortsgebiet	2	Tageslicht	812	Fahrzeug biegt nicht ab - nach Querstraﬂe, Fuﬂg‰nger von rechts	6 bis 9 Uhr	Fussgaenger:in, Pkw
6097905702	16,3388701	48,24064212	2018	12	Wed	91901	Wien	1	Ortsgebiet	4	Dunkelheit	823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097905918	16,31912082	48,21534922	2018	12	Wed	91601	Wien	1	Ortsgebiet	2	Tageslicht	851	Fuﬂg‰nger auf Fahrbahn - von rechts	12 bis 15 Uhr	Fahrrad, Fussgaenger:in
6097905496	16,3516675	48,25387606	2018	12	Thu	91901	Wien	1	Ortsgebiet	4	Dunkelheit	891	Sonstige Fuﬂg‰ngerunf‰lle - Sonstige	18 bis 24 Uhr	E-Bike, Fussgaenger:in
6097906135	16,51643847	48,2504345	2018	12	Tue	92201	Wien	1	Ortsgebiet	4	Dunkelheit	231	Streifkollision - auf der Geraden	18 bis 24 Uhr	Pkw, Pkw
6097907160	16,36259227	48,21397594	2018	12	Thu	90101	Wien	1	Ortsgebiet	2	Tageslicht	312	Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem	12 bis 15 Uhr	Fahrrad, Lkw
6097909852	16,3669103	48,19475182	2018	12	Mon	90401	Wien	1	Ortsgebiet	2	Tageslicht	322	Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem	15 bis 18 Uhr	Fahrrad, Pkw
6097905430	16,33488805	48,15872968	2018	12	Tue	91201	Wien	1	Ortsgebiet	4	Dunkelheit	812	Fahrzeug biegt nicht ab - nach Querstraﬂe, Fuﬂg‰nger von rechts	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097907163	16,36324607	48,23749925	2018	12	Tue	92001	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	12 bis 15 Uhr	Lkw, Pkw, Pkw
6097914476	16,4456285	48,23292305	2018	12	Wed	92201	Wien	1	Ortsgebiet	2	Tageslicht	852	Fuﬂg‰nger auf Fahrbahn - von links	12 bis 15 Uhr	Fussgaenger:in, Schienenfahrzeug
6097908021	16,42005409	48,19563716	2018	12	Fri	90201	Wien	0	Freiland	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	6 bis 9 Uhr	Lkw, Pkw, Pkw, Pkw
6097905500	16,33034644	48,21823422	2018	12	Thu	91701	Wien	1	Ortsgebiet	2	Tageslicht	851	Fuﬂg‰nger auf Fahrbahn - von rechts	12 bis 15 Uhr	Fussgaenger:in, Pkw
6097911577	16,3198278	48,18499016	2018	12	Fri	91201	Wien	1	Ortsgebiet	4	Dunkelheit	823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097911802	16,39392327	48,20468751	2018	12	Fri	90301	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	6 bis 9 Uhr	Fahrrad, Pkw
6097906217	16,47909236	48,23753796	2018	12	Mon	92201	Wien	1	Ortsgebiet	2	Tageslicht	622	Kollision beim Entgegenkommen - Linksabbieger m. entgegenkomm. Fahrzeug	12 bis 15 Uhr	Pkw, Pkw
6097912056	16,35871506	48,18935229	2018	12	Mon	90501	Wien	1	Ortsgebiet	2	Tageslicht	852	Fuﬂg‰nger auf Fahrbahn - von links	6 bis 9 Uhr	Fahrrad, Fussgaenger:in
6097911276	16,34263315	48,2176665	2018	12	Mon	90901	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw
6097912916	16,28439294	48,13626938	2018	12	Mon	92301	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	15 bis 18 Uhr	Pkw, Pkw, Pkw
6097910681	16,36645269	48,21430493	2018	12	Fri	90101	Wien	1	Ortsgebiet	2	Tageslicht	813	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von links	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097904160	16,42328344	48,3021449	2018	12	Mon	92101	Wien	1	Ortsgebiet	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	6 bis 9 Uhr	Lkw, Pkw
6097910345	16,29798634	48,14136201	2018	12	Wed	92301	Wien	1	Ortsgebiet	4	Dunkelheit	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	18 bis 24 Uhr	Pkw, Pkw
6097905355	16,31803763	48,2089453	2018	12	Thu	91601	Wien	1	Ortsgebiet	2	Tageslicht	823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	12 bis 15 Uhr	Fussgaenger:in, Pkw
6097907169	16,34519272	48,28504114	2018	12	Thu	91901	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	15 bis 18 Uhr	Motorrad, Pkw
6097910041	16,35636219	48,19821981	2018	12	Sat	90601	Wien	1	Ortsgebiet	4	Dunkelheit	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	18 bis 24 Uhr	Fahrrad, Pkw
6097911640	16,33693855	48,20250334	2018	12	Tue	91501	Wien	1	Ortsgebiet	2	Tageslicht	851	Fuﬂg‰nger auf Fahrbahn - von rechts	12 bis 15 Uhr	Fussgaenger:in, Pkw
6097905567	16,36087218	48,21130944	2018	12	Fri	90101	Wien	1	Ortsgebiet	4	Dunkelheit	822	beim Rechtsabbiegen - Fg.: gegen Ann‰herungsrichtung	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097910690	16,39308217	48,20039848	2018	12	Tue	90301	Wien	1	Ortsgebiet	2	Tageslicht	742	Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent¸re Vorbeifahren rechts	15 bis 18 Uhr	Fahrrad, Pkw
6097911746	16,33869799	48,20817417	2018	12	Tue	90701	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw
6097905797	16,37027844	48,23608983	2018	12	Mon	92001	Wien	1	Ortsgebiet	4	Dunkelheit	823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	6 bis 9 Uhr	Fussgaenger:in, Pkw
6097905579	16,37388194	48,17849391	2018	12	Tue	91001	Wien	1	Ortsgebiet	4	Dunkelheit	823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	6 bis 9 Uhr	Fussgaenger:in, Lkw
6097912362	16,36558447	48,18172079	2018	12	Sun	91001	Wien	1	Ortsgebiet	4	Dunkelheit	462	Kollision beim Umkehren - entgegeng. Richtung - im Streckenbereich	15 bis 18 Uhr	Pkw, Pkw
6097905968	16,47340288	48,21819615	2018	12	Wed	92201	Wien	1	Ortsgebiet	4	Dunkelheit	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	18 bis 24 Uhr	Pkw, Pkw
6097905279	16,36179735	48,20526424	2018	12	Thu	90101	Wien	1	Ortsgebiet	4	Dunkelheit	322	Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem	18 bis 24 Uhr	E-Bike, Schienenfahrzeug
6097911939	16,37534835	48,1739736	2018	12	Thu	91001	Wien	1	Ortsgebiet	4	Dunkelheit	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	18 bis 24 Uhr	Pkw, Pkw
6097911863	16,39963484	48,18862764	2018	12	Wed	90301	Wien	1	Ortsgebiet	4	Dunkelheit	811	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von rechts	15 bis 18 Uhr	Fussgaenger:in, Pkw
6097904932	16,41848895	48,16379833	2018	12	Thu	91101	Wien	1	Ortsgebiet	4	Dunkelheit	813	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von links	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097917269	16,37270506	48,21287081	2019	1	Sat	90101	Wien	1	Ortsgebiet	4	Dunkelheit	812	Fahrzeug biegt nicht ab - nach Querstraﬂe, Fuﬂg‰nger von rechts	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097913463	16,35220883	48,22403066	2019	1	Thu	90901	Wien	1	Ortsgebiet	2	Tageslicht	814	Fahrzeug biegt nicht ab - nach Querstraﬂe, Fuﬂg‰nger von links	12 bis 15 Uhr	Fussgaenger:in, Pkw
6097913615	16,30691299	48,148087	2019	1	Tue	92301	Wien	1	Ortsgebiet	3	D‰mmerung	823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	6 bis 9 Uhr	Fussgaenger:in, Pkw
6097924579	16,33675107	48,20880989	2019	1	Mon	91601	Wien	1	Ortsgebiet	2	Tageslicht	052	Sturz vom oder im Fahrzeug - Sturz (Verletzung) im Fahrzeug	9 bis 12 Uhr	Schienenfahrzeug
6097939216	16,35620247	48,23408603	2019	1	Fri	91901	Wien	1	Ortsgebiet	4	Dunkelheit	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	18 bis 24 Uhr	Pkw, Pkw, Pkw
6097937114	16,34056217	48,2152644	2019	1	Sat	91701	Wien	1	Ortsgebiet	2	Tageslicht	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	12 bis 15 Uhr	Pkw, Pkw, Pkw
6097915521	16,44562589	48,21806884	2019	1	Mon	92201	Wien	1	Ortsgebiet	2	Tageslicht	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	12 bis 15 Uhr	Pkw, Pkw
6097913052	16,33977327	48,21759868	2019	1	Tue	91701	Wien	1	Ortsgebiet	2	Tageslicht	121	Wechseln des Fahrstreifens mit und ohne Kollision - nach rechts	15 bis 18 Uhr	Fahrrad, Pkw
6097913329	16,43428224	48,242262	2019	1	Sat	92201	Wien	1	Ortsgebiet	4	Dunkelheit	121	Wechseln des Fahrstreifens mit und ohne Kollision - nach rechts	18 bis 24 Uhr	Bus, Pkw
6097914416	16,37545705	48,25306888	2019	1	Tue	92001	Wien	0	Freiland	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	15 bis 18 Uhr	Pkw, Pkw
6097913426	16,32383446	48,14093592	2019	1	Thu	92301	Wien	1	Ortsgebiet	4	Dunkelheit	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	15 bis 18 Uhr	Pkw, Pkw
6097915613	16,39257346	48,23354607	2019	1	Sun	92001	Wien	1	Ortsgebiet	4	Dunkelheit	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	15 bis 18 Uhr	Pkw, Pkw
6097913210	16,31566321	48,21657802	2019	1	Tue	91601	Wien	1	Ortsgebiet	4	Dunkelheit	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	18 bis 24 Uhr	Pkw, Pkw
6097914447	16,38742638	48,16907036	2019	1	Tue	91001	Wien	1	Ortsgebiet	2	Tageslicht	851	Fuﬂg‰nger auf Fahrbahn - von rechts	6 bis 9 Uhr	Fussgaenger:in, Pkw
6097913160	16,30031576	48,13723847	2019	1	Wed	92301	Wien	1	Ortsgebiet	2	Tageslicht	948	Aus- oder Einfahrt - Kollision bei Haus-, Grundst¸cks-, Ein- oder Ausfahrt	9 bis 12 Uhr	Fahrrad, Pkw
6097912783	16,32189221	48,19886212	2019	1	Tue	91501	Wien	1	Ortsgebiet	4	Dunkelheit	851	Fuﬂg‰nger auf Fahrbahn - von rechts	18 bis 24 Uhr	Fussgaenger:in, Schienenfahrzeug
6097912780	16,33058539	48,20042458	2019	1	Thu	91501	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw
6097929922	16,33583667	48,18475184	2019	1	Wed	91201	Wien	1	Ortsgebiet	3	D‰mmerung	052	Sturz vom oder im Fahrzeug - Sturz (Verletzung) im Fahrzeug	6 bis 9 Uhr	Bus
6097913333	16,44292798	48,25431771	2019	1	Tue	92201	Wien	1	Ortsgebiet	4	Dunkelheit	823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	15 bis 18 Uhr	Fussgaenger:in, Fussgaenger:in, Pkw
6097948220	16,3307911	48,18342189	2019	1	Thu	91201	Wien	1	Ortsgebiet	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	9 bis 12 Uhr	Pkw, Pkw, Pkw
6097913566	16,4203411	48,21105802	2019	1	Wed	90201	Wien	1	Ortsgebiet	2	Tageslicht	711	Kollision mit haltenden oder parkenden Fahrzeugen - Fahrzeug h‰lt oder parkt rechts	6 bis 9 Uhr	Pkw, Pkw
6097920334	16,32603704	48,1731838	2019	1	Thu	91201	Wien	1	Ortsgebiet	3	D‰mmerung	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	15 bis 18 Uhr	Pkw, Pkw
6097912853	16,31545749	48,19260585	2019	1	Tue	91401	Wien	1	Ortsgebiet	2	Tageslicht	814	Fahrzeug biegt nicht ab - nach Querstraﬂe, Fuﬂg‰nger von links	12 bis 15 Uhr	Fussgaenger:in, Pkw
6097913618	16,34600192	48,18419591	2019	1	Wed	90501	Wien	1	Ortsgebiet	4	Dunkelheit	812	Fahrzeug biegt nicht ab - nach Querstraﬂe, Fuﬂg‰nger von rechts	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097912893	16,32878885	48,21378146	2019	1	Sat	91701	Wien	1	Ortsgebiet	4	Dunkelheit	814	Fahrzeug biegt nicht ab - nach Querstraﬂe, Fuﬂg‰nger von links	18 bis 24 Uhr	Fussgaenger:in, Pkw
6097913356	16,41759657	48,23244728	2019	1	Wed	92201	Wien	1	Ortsgebiet	4	Dunkelheit	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	18 bis 24 Uhr	Pkw, Pkw
6097921393	16,3689916	48,2572742	2019	1	Tue	91901	Wien	1	Ortsgebiet	4	Dunkelheit	021	Abkommen links - auf der Geraden	0 bis 6 Uhr	Pkw
6097913305	16,45424541	48,2650833	2019	1	Sun	92101	Wien	1	Ortsgebiet	2	Tageslicht	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	12 bis 15 Uhr	Pkw, Pkw
6097913127	16,34314815	48,23712608	2019	1	Mon	91901	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	12 bis 15 Uhr	Pkw, Pkw
6097914427	16,30962832	48,12763668	2019	1	Fri	92301	Wien	1	Ortsgebiet	4	Dunkelheit	823	beim Linksabbiegen - Fg.: gleiche Ann‰herungsrichtung	15 bis 18 Uhr	Fussgaenger:in, Pkw
